date,국내총생산(시장가격 GDP),국민총소득(GNI)
1960-01,18.581834359506956,18.660340870903806
1960-02,18.80545858987674,18.90008521772595
1960-03,19.2527070506163,19.379573911370244
1960-04,19.92357974172564,20.098806951836682
1960-05,20.531113108208746,20.74200999807578
1960-06,21.075307150065623,21.309183050087537
1960-07,21.556161867296275,21.800326107871946
1960-08,21.869254146131734,22.11536729141409
1960-09,22.01458398657199,22.254306600713964
1960-10,21.99215138861705,22.21714403577156
1960-11,22.27492969766553,22.484995367707292
1960-12,22.862918913717422,23.05786059652115
1961-01,23.75611903677274,23.935739722213135
1961-02,24.394829789957015,24.583404711976282
1961-03,24.77905117327025,25.000855565810575
1961-04,24.908783186712434,25.188092283716035
1961-05,24.989628800038663,25.30383225040537
1961-06,25.02158801324892,25.348075465878587
1961-07,25.004660826343233,25.320821930135686
1961-08,25.129433409859384,25.453392098598197
1961-09,25.395905763797387,25.74578597126612
1961-10,25.804077888157245,26.198003548139464
1961-11,26.43056250312928,26.8550552812532
1961-12,27.27535960871349,27.716941170607328
1962-01,28.33846920490989,28.78366121620184
1962-02,29.12789470027657,29.557595315449078
1962-03,29.643636094813537,30.038743468349054
1962-04,29.885693388520785,30.227105674901736
1962-05,29.91943767055701,30.221366970363608
1962-06,29.744868940922217,30.021527354734662
1962-07,29.361987199616404,29.627586828014902
1962-08,29.59977636457765,29.870911575323788
1962-09,30.45823643580594,30.751501596661317
1962-10,31.937367413301278,32.269356892027496
1962-11,33.71162459769916,34.094303046848424
1962-12,35.781007988999576,36.22634006112409
1963-01,38.14551758720254,38.66546793485451
1963-02,39.63500679635137,40.16364895214623
1963-03,40.24947561644607,40.72088311299926
1963-04,39.98892404748662,40.3371704174136
1963-05,40.324593119631785,40.618364430456985
1963-06,41.25648283288158,41.56446515212941
1963-07,42.784593187236,43.17547258243088
1963-08,44.3981758853976,44.82412000318309
1963-09,46.09723092736641,46.51040741438602
1963-10,47.8817583131424,48.23433481603971
1963-11,49.4515714247296,49.764565554423356
1963-12,50.806670262128,51.10109962953693
1964-01,51.947054825337624,52.243937041380505
1964-02,53.456859847136805,53.77419361330602
1964-03,55.33608532752555,55.69186934531347
1964-04,57.584731266503894,57.99696423740288
1964-05,59.51584430137054,59.98051478237305
1964-06,61.129424432125546,61.64252098022404
1964-07,62.42547165876886,62.982982830955784
1964-08,64.30287972135305,64.9858611704219
1964-09,66.76164861987812,67.65115599862234
1964-10,69.8017783543441,70.9788673155572
1964-11,70.9704770222025,72.19414465812302
1964-12,70.2677446234534,71.29698802631981
1965-01,67.69358115809673,68.28739742014756
1965-02,66.37485442318503,66.79695170349385
1965-03,66.31156441871825,66.82565087635864
1965-04,67.50371114469642,68.37349493874197
1965-05,68.26646446766865,69.38533475028132
1965-06,68.59982438763491,69.86117031097669
1965-07,68.50379090459522,69.80100162082803
1965-08,69.1469393553889,70.42020823266984
1965-09,70.52926974001589,71.7187901465021
1965-10,72.6507820584763,73.69674736232481
1965-11,74.65557359423418,75.67617614453687
1965-12,76.54364434728951,77.65707649313829
1966-01,78.31499431764234,79.63944840812908
1966-02,80.63658607199879,82.11295508077995
1966-03,83.50841961035887,85.07759651109095
1966-04,86.93049493272258,88.53337269906199
